IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.218.65.237,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,673 kB/s
47.242.171.94,80,false,HKG,Asia Pacific,Hong Kong,65 ms,670 kB/s
8.218.142.253,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,653 kB/s
8.210.34.188,80,false,HKG,Asia Pacific,Hong Kong,62 ms,650 kB/s
47.243.139.243,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,601 kB/s
47.243.90.180,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,592 kB/s
47.242.54.157,80,false,HKG,Asia Pacific,Hong Kong,58 ms,565 kB/s
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,216 ms,523 kB/s
47.242.202.230,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,515 kB/s
8.219.202.130,2095,false,SIN,Asia Pacific,Singapore,213 ms,499 kB/s
47.76.94.15,8080,false,HKG,Asia Pacific,Hong Kong,64 ms,486 kB/s
8.218.18.132,80,false,HKG,Asia Pacific,Hong Kong,66 ms,451 kB/s
8.210.66.190,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,434 kB/s
8.210.55.134,2082,false,HKG,Asia Pacific,Hong Kong,55 ms,432 kB/s
8.210.55.134,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,419 kB/s
8.219.191.110,2095,false,SIN,Asia Pacific,Singapore,226 ms,418 kB/s
8.210.55.134,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,392 kB/s
47.242.234.127,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,379 kB/s
149.129.8.215,80,false,SJC,North America,San Jose,103 ms,363 kB/s
47.237.95.156,2086,false,SIN,Asia Pacific,Singapore,215 ms,348 kB/s
47.236.180.51,8880,false,SIN,Asia Pacific,Singapore,207 ms,316 kB/s
8.210.66.190,2095,false,HKG,Asia Pacific,Hong Kong,55 ms,313 kB/s
8.218.22.210,80,false,HKG,Asia Pacific,Hong Kong,62 ms,305 kB/s
8.219.114.201,80,false,SIN,Asia Pacific,Singapore,217 ms,289 kB/s
47.243.90.180,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,279 kB/s
47.242.59.216,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,264 kB/s
8.210.66.190,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,264 kB/s
47.76.94.15,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,252 kB/s
47.57.14.118,80,false,SJC,North America,San Jose,83 ms,243 kB/s
8.210.55.134,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,159 kB/s
8.222.214.231,2082,false,SIN,Asia Pacific,Singapore,247 ms,159 kB/s
47.57.245.232,80,false,SJC,North America,San Jose,81 ms,147 kB/s
8.222.214.231,8080,false,SIN,Asia Pacific,Singapore,222 ms,144 kB/s
8.210.55.134,80,false,HKG,Asia Pacific,Hong Kong,56 ms,128 kB/s
8.210.55.134,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,124 kB/s
8.212.12.98,80,false,HKG,Asia Pacific,Hong Kong,75 ms,58 kB/s
47.76.94.15,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,15 kB/s
47.243.234.9,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,2 kB/s
47.243.90.180,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,207 ms,0 kB/s
8.218.18.132,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.122.55,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.222.160.176,8880,false,SIN,Asia Pacific,Singapore,236 ms,0 kB/s
8.218.122.55,80,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.242.234.127,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.242.252.237,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
47.242.252.237,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.218.201.73,2082,false,HKG,Asia Pacific,Hong Kong,73 ms,0 kB/s
47.242.54.157,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.210.192.93,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.210.175.109,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.217.85.14,80,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
8.217.164.10,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.243.139.85,2086,false,HKG,Asia Pacific,Hong Kong,54 ms,0 kB/s
8.210.207.214,8880,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,223 ms,0 kB/s
47.242.157.96,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.218.2.181,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.217.121.207,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
47.242.176.237,80,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,207 ms,0 kB/s
47.243.139.85,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.219.161.129,2052,false,SIN,Asia Pacific,Singapore,214 ms,0 kB/s
8.210.146.108,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,229 ms,0 kB/s
8.210.146.108,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
8.217.49.34,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.210.146.108,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
8.222.144.50,2086,false,SIN,Asia Pacific,Singapore,205 ms,0 kB/s
8.217.164.10,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.243.95,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.210.65.1,8880,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
47.243.27.217,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.217.164.10,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.210.21.65,8080,false,HKG,Asia Pacific,Hong Kong,71 ms,0 kB/s
47.243.5.154,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,219 ms,0 kB/s
47.236.170.54,8880,false,SIN,Asia Pacific,Singapore,242 ms,0 kB/s
8.218.3.12,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.243.60.150,2095,false,HKG,Asia Pacific,Hong Kong,71 ms,0 kB/s
47.243.60.150,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.210.245.224,80,false,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
8.217.193.25,80,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
47.236.167.231,2082,false,SIN,Asia Pacific,Singapore,215 ms,0 kB/s
8.210.3.24,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.218.53.110,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
8.217.193.25,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.236.165.25,2095,false,SIN,Asia Pacific,Singapore,209 ms,0 kB/s
47.236.164.215,80,false,SIN,Asia Pacific,Singapore,214 ms,0 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,212 ms,0 kB/s
8.210.107.246,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.217.250.5,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.236.144.48,8880,false,SIN,Asia Pacific,Singapore,222 ms,0 kB/s
8.217.250.222,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,211 ms,0 kB/s
8.217.250.222,80,false,HKG,Asia Pacific,Hong Kong,56 ms,0 kB/s
47.57.13.107,80,false,HKG,Asia Pacific,Hong Kong,73 ms,0 kB/s
47.245.84.124,2086,false,SIN,Asia Pacific,Singapore,234 ms,0 kB/s
8.217.248.220,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
8.210.175.109,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.77.103,80,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.210.9.129,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
8.217.232.246,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,0 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,215 ms,0 kB/s
47.76.33.40,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,0 kB/s
47.76.33.40,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
47.76.37.57,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,0 kB/s
8.222.214.231,2095,false,SIN,Asia Pacific,Singapore,218 ms,0 kB/s
8.217.232.246,2086,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.219.248.47,2082,false,SIN,Asia Pacific,Singapore,217 ms,0 kB/s
8.210.9.129,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.210.9.129,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
47.236.150.13,80,false,SIN,Asia Pacific,Singapore,223 ms,0 kB/s
